,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
14171,0,15,2,1,1617,1163,D10,4,2
14172,1,7,2,1,1342,1170,C20,3,1
14173,1,58,3,2,1177,1316,C40,4,1
14174,1,37,2,2,1180,1518,C58,15,1
14175,0,22,3,2,1193,1180,A00,1,2
14176,0,32,2,2,1180,1193,B07,5,2
14177,0,16,2,2,1193,1180,C44,6,2
14178,0,22,2,2,1180,1193,C00,3,2
14179,1,3,2,1,1183,1191,C20,3,2
14180,1,55,3,1,1180,1193,C00,3,2
14181,1,25,3,1,1354,1186,C65,6,2
14182,0,2,2,1,1286,1198,A01,2,2
14183,0,14,2,2,1198,1286,C55,6,2
14184,0,13,2,1,1286,1198,A40,2,2
14186,1,50,2,2,1206,1311,B13,10,3
14187,1,22,1,2,1326,1190,A40,2,3
14188,1,59,2,1,1808,1758,A45,2,3
14189,1,91,1,1,1691,1800,B02,3,2
14190,1,53,3,1,1772,1700,A04,2,2
14191,1,68,2,2,1710,1738,B02,3,2
14192,1,68,3,2,1783,1754,C65,8,2
14193,1,33,2,1,2047,1801,A00,1,2
14194,1,107,2,1,1993,1830,B02,5,2
14195,1,88,3,2,1869,1987,C41,8,2
14196,1,43,3,1,1796,1832,B33,8,2
14197,1,58,1,2,2010,1653,A85,5,2
14198,0,95,3,1,1904,1653,A04,2,2
14199,1,92,2,2,1721,1517,A80,2,2
14200,1,83,3,1,1880,1546,B03,6,2
14201,1,86,2,2,1481,1386,B02,4,2
14203,0,45,2,1,2621,1626,B32,6,2
14211,0,43,2,1,1559,1600,A40,2,2
14212,0,49,3,1,1600,1559,A40,2,2
14213,0,74,2,2,1663,1559,C01,5,2
14214,0,116,2,2,1559,1615,D00,3,2
14215,0,64,2,2,1473,1559,C01,5,2
14216,0,43,2,1,1559,1700,D02,5,2
14217,0,81,3,1,1603,1559,C00,3,2
14218,0,83,1,1,1559,1738,D00,3,2
14219,0,39,3,1,1738,1559,C02,11,2
14220,1,100,2,2,1541,1548,C00,3,2
14221,0,27,2,1,1548,1659,A40,2,2
14222,0,14,2,2,1585,1548,C02,11,2
14223,0,206,3,2,1548,1553,A41,2,2
14224,0,94,3,2,1548,1620,A48,5,2
14225,0,90,0,0,1433,1548,D02,3,2
14226,0,69,3,1,1548,1433,D00,3,2
14227,0,94,2,2,1611,1548,A40,2,2
14228,0,80,3,2,1548,1604,A46,5,2
14229,0,42,2,2,1548,1700,D02,5,2
14230,0,128,3,2,1590,1548,A00,1,2
14231,0,53,2,1,1661,1548,C00,3,2
14232,0,23,2,1,1548,1700,D02,5,2
14233,1,11,2,1,1523,1130,C42,6,2
14234,1,62,2,2,1136,1521,B22,3,2
14235,1,43,2,1,1443,1147,B07,3,2
14236,0,21,2,1,1324,1133,C20,3,2
14238,1,56,2,2,1136,1741,A00,1,2
14239,0,24,3,2,1136,1564,C40,4,2
14240,0,16,2,1,1564,1136,C40,4,2
14242,1,45,2,1,1429,1148,B00,5,1
14243,1,40,3,2,1162,1425,C23,3,1
14244,0,49,2,1,1711,1162,A20,2,2
14245,0,52,3,2,1162,1699,C46,7,2
14246,1,38,2,2,1165,1731,C41,5,2
14247,1,55,3,1,1340,1190,C42,4,2
14248,0,33,2,1,1575,1190,C68,7,2
14249,0,73,3,1,1677,1190,A00,2,2
14250,1,12,2,2,1209,1443,C42,6,3
14251,0,83,3,1,1432,1209,D00,3,2
14252,1,75,3,1,1172,1272,D00,3,2
14253,0,23,3,1,1666,1272,A00,1,3
14254,1,44,2,2,1290,1584,C00,4,2
14255,1,20,3,2,1340,1406,A00,1,2
14256,0,19,2,1,1402,1377,C50,8,2
14257,1,41,1,1,1315,1498,C58,11,1
14260,1,83,2,1,1410,1408,A04,2,2
14261,1,21,2,2,1376,1398,A85,5,2
14262,1,53,1,1,1206,1415,A80,2,2
14263,1,29,2,1,1404,1435,A02,1,2
14264,1,73,0,0,1404,1420,A03,2,2
14265,1,57,2,1,1392,1429,A02,1,2
14266,1,29,2,1,1624,1397,B01,4,2
14267,1,29,2,1,1372,1409,B07,2,2
14268,1,20,2,2,1419,1434,A03,2,2
14269,1,61,2,1,1410,1355,A02,1,2
14270,1,63,2,1,1539,1417,B07,4,2
14271,1,19,2,1,1522,1425,B07,4,2
14272,1,27,2,2,1438,1367,A02,1,2
14273,1,52,3,2,1337,1431,A80,2,2
14274,1,42,1,2,1440,1512,A03,2,2
14275,1,15,2,1,1486,1450,B07,4,2
14276,1,64,3,2,1398,1447,B07,2,2
14277,1,31,2,1,1448,1458,B01,4,2
14278,1,37,3,1,1447,1442,A03,2,2
14279,1,51,2,1,1441,1293,A02,1,2
14280,1,64,2,2,1453,1397,A02,1,2
14281,1,92,0,0,1477,1452,A80,2,2
14282,1,19,2,1,1449,1456,A03,2,2
14283,1,28,3,2,1521,1438,B07,4,2
14284,1,94,2,1,1437,1446,A41,2,2
14285,1,48,2,2,1459,1603,A03,2,2
14286,1,40,2,2,1478,1492,A02,1,2
14287,1,23,2,1,1513,1488,B07,4,2
14288,1,15,3,1,1477,1494,A02,1,2
14289,1,63,2,1,1525,1486,B07,2,2
14290,1,107,2,1,1473,1585,A02,1,2
14291,1,52,2,2,1567,1460,A84,4,2
14292,1,29,3,1,1452,1371,A03,2,2
14293,1,42,2,2,1463,1440,B07,3,2
14294,1,33,3,1,1431,1370,A03,2,2
14295,1,46,2,2,1310,1424,B07,2,2
14296,1,111,2,1,1412,1478,A02,1,2
14297,1,67,1,1,1351,1424,B07,2,2
14298,1,51,2,1,1412,1472,A02,1,2
14299,1,42,1,2,1421,1468,A02,1,2
14300,1,126,3,2,1347,1412,B07,4,2
14301,1,55,3,1,1199,1429,B07,4,2
14310,1,127,2,1,2086,1689,B01,6,2
14311,1,96,1,2,1606,1680,B01,4,2
14312,1,49,2,1,1664,1789,D55,11,2
14313,1,31,2,2,1672,1789,D31,6,2
14314,1,52,3,2,1216,1670,D20,5,2
14315,1,14,2,1,1667,1371,A80,2,2
14316,1,54,3,2,1801,1650,B00,6,2
14317,1,88,3,2,1658,1802,D43,8,2
14318,1,39,3,1,1656,1233,D20,4,2
14319,1,83,2,2,1769,1640,C24,5,2
14320,1,41,2,1,1622,1865,B06,4,2
14321,1,44,3,2,1350,1608,B01,6,2
14322,1,51,2,2,1619,1639,D06,4,2
14323,1,86,3,2,1625,1822,D30,6,2
14324,1,81,1,1,1776,1632,D02,4,2
14325,1,71,2,1,1546,1647,B00,5,2
14326,1,74,2,2,1648,2159,A40,4,2
14327,1,69,2,1,1635,1693,E21,7,2
14328,1,44,3,2,1647,1608,B00,2,2
14329,1,45,2,1,1673,1657,D06,4,2
14330,1,76,1,2,1665,1767,B06,6,2
14331,1,44,2,2,1336,1662,B01,6,2
14332,1,84,1,2,1669,1810,D53,8,2
14333,1,111,2,1,1649,1681,A03,2,2
14334,1,83,1,1,1671,1630,D16,10,2
14335,1,117,1,0,1398,1679,A08,4,2
14336,1,73,2,1,1666,1697,D35,6,2
14337,1,74,1,2,1670,1946,B40,5,2
14338,1,63,3,1,1667,1352,B11,4,2
14339,1,18,2,2,1199,1666,B01,2,2
14340,1,29,3,1,1580,1680,B01,6,2
14341,1,24,2,2,1689,1735,B10,2,2
14342,1,80,2,2,1382,1293,C40,4,2
14343,1,77,2,1,1377,1174,C41,5,2
14344,1,18,2,2,1149,1372,C44,5,2
14345,1,28,2,2,1161,1367,C20,3,2
14346,1,11,2,1,1361,1192,C41,5,2
14347,1,25,3,1,1349,1247,C42,6,2
14348,1,56,3,2,1287,1339,B06,4,2
14349,1,42,2,2,1191,1335,C20,3,2
14350,1,94,2,2,1349,1251,B27,3,2
14351,1,59,3,1,1264,1370,C44,4,2
14352,1,95,2,1,1363,1251,B02,4,2
14353,1,44,2,2,1249,1355,C65,8,2
14354,1,33,2,1,1347,1245,B29,5,2
14355,1,45,2,1,1272,1361,A00,2,2
14356,1,110,3,2,1288,1352,C50,6,2
14357,1,40,3,2,1367,1240,C50,5,2
14358,1,207,0,0,1371,1223,C55,6,2
14359,1,9,2,1,1364,1219,C57,7,2
14360,1,80,3,2,1225,1357,B00,5,2
14361,1,76,2,2,1221,1350,C50,8,2
14362,1,64,2,1,1335,1234,B32,7,2
14363,1,16,2,2,1137,1322,C50,6,2
14364,1,45,2,2,1293,1314,C26,5,2
14365,1,92,2,2,1327,1255,C50,6,2
14366,1,22,2,2,1286,1317,C20,3,2
14367,1,72,2,2,1330,1257,B32,6,2
14368,1,52,2,2,1296,1321,A40,2,2
14369,1,56,3,2,1313,1310,C44,5,2
14370,1,88,2,2,1311,1245,C57,8,2
14371,1,62,3,2,1273,1301,C20,3,2
14372,1,103,2,1,1257,1314,A01,2,2
14373,1,49,3,1,1304,1276,B27,4,2
14374,1,87,3,1,1295,1238,C40,3,2
14375,1,190,0,0,1290,1295,A00,1,2
14376,1,30,2,1,1248,1308,C46,6,2
14377,1,36,2,2,1332,1285,B00,2,2
14378,1,56,2,2,1295,1322,B07,4,2
14379,1,103,1,1,1316,1151,B02,4,2
14380,1,21,2,1,1296,1328,C46,5,2
14381,1,39,2,2,1346,1114,B01,2,2
14382,1,36,2,2,1722,1755,B52,6,2
14383,1,85,2,1,1734,1891,C23,4,2
14384,1,45,2,1,1716,1747,C45,7,2
14385,1,81,2,2,1720,1732,A40,2,2
14386,1,69,3,1,1706,1949,B07,3,2
14387,1,41,3,1,1695,1573,C07,7,2
14388,1,78,1,2,1952,1667,B21,12,2
14389,1,25,2,1,1639,1911,C45,9,2
14390,1,42,3,2,1478,1628,B21,3,2
14391,1,150,1,2,2150,1595,E71,9,2
14392,1,43,2,1,2166,1590,B06,2,2
14393,1,40,2,1,1565,1729,A00,1,2
14394,0,37,2,1,1565,1898,C60,7,2
14417,1,11,2,1,2386,1330,C28,5,2
14418,1,38,2,1,1487,1340,C53,9,2
14419,1,72,2,2,1340,2197,C50,6,2
14420,1,23,3,1,1331,1159,C46,5,2
14421,1,90,2,2,1334,1798,C40,5,2
14422,1,35,2,1,2052,1334,C44,9,2
14423,1,23,2,1,1781,1336,D00,2,2
14424,1,73,2,1,1458,1347,D02,4,2
14425,1,44,2,2,1348,2075,C02,7,2
14426,1,17,2,1,1335,1272,C42,5,2
14427,1,70,2,2,1339,1705,B07,3,2
14428,1,27,2,1,1912,1340,C70,10,2
14429,1,32,2,2,1342,1792,C50,9,2
14431,1,97,2,1,1615,1608,A40,1,2
14432,1,86,3,2,1302,1611,A00,1,2
14433,1,119,1,1,1599,1580,A40,2,2
14434,1,43,2,1,1534,1614,C20,4,2
14435,1,77,2,2,1423,1608,C50,11,2
14436,1,48,2,1,1586,1947,D02,5,2
14437,1,62,2,2,1588,1990,D02,5,2
14438,1,129,3,1,1667,1598,C50,11,2
14439,1,141,3,1,1759,1605,C44,4,2
14440,1,53,2,1,2015,1608,C45,8,2
14441,1,88,0,0,1603,1732,A40,1,2
14442,1,100,2,2,1604,2215,A40,2,2
14443,1,51,2,2,1606,2074,A45,2,2
14444,1,39,2,1,1783,1612,D06,4,2
14445,1,133,3,1,1993,1615,C62,6,2
14446,1,35,2,1,1949,1618,C50,6,2
14447,1,112,0,0,1619,1592,A45,2,2
14448,1,60,3,2,1624,1839,A40,2,2
14449,1,21,2,1,1763,1632,D06,4,2
14450,1,41,3,1,1840,1613,C51,10,2
14451,1,42,2,2,1623,1655,D00,3,2
14452,1,29,3,1,1603,1963,D00,3,2
14453,1,37,3,1,1630,1614,C34,6,2
14454,1,74,2,2,1750,1598,C50,8,2
14455,1,79,2,1,1786,1604,C44,6,2
14456,1,148,2,2,1612,1715,D00,3,2
14457,1,94,1,2,1644,1595,C48,7,2
14458,1,108,1,2,1606,1618,A46,5,2
14459,1,146,3,2,1613,1760,A48,5,2
14460,1,49,2,1,2031,1615,C48,7,2
14461,1,46,0,0,1455,1620,C62,6,2
14462,1,117,2,1,1611,1539,A45,2,2
14463,1,52,2,2,1614,1924,D02,5,2
14464,1,75,2,1,1953,1617,C50,7,2
14465,1,52,2,2,1453,1611,D06,4,2
14466,1,91,2,1,1599,1603,A43,2,2
14467,1,73,2,1,1592,1457,D02,5,2
14468,1,32,2,2,1436,1585,D00,2,2
14469,1,45,2,1,1574,1489,D02,5,2
14470,1,98,2,1,1556,1789,A40,2,2
14471,1,32,3,2,1447,1548,C22,6,2
14472,1,159,1,1,1364,1565,C20,3,2
14473,1,31,3,1,1556,1496,A40,2,2
14474,1,61,2,1,1687,1566,B00,5,2
14475,1,107,1,1,1548,1605,E60,5,2
14476,1,85,2,1,1596,1562,B30,4,2
14477,1,130,1,2,1523,1547,B50,4,2
14478,1,91,3,1,1533,1456,C65,6,2
14479,1,35,2,2,1553,1505,D06,8,2
14480,1,124,3,2,1515,1536,B12,7,2
14481,1,85,2,2,1554,1568,B27,4,2
14482,1,59,2,1,1541,1431,D31,6,2
14483,1,48,0,0,1536,1541,B20,3,2
14484,1,63,2,1,1655,1556,A43,2,2
14485,1,38,2,2,1562,1484,B29,5,2
14486,1,32,3,2,1503,1375,B32,6,2
14488,1,22,2,1,1406,1437,C55,6,2
14489,0,103,3,1,1933,1779,E34,8,2
14490,0,115,2,1,2188,1933,B27,4,2
14491,0,67,1,1,1080,1600,B02,4,2
14492,1,85,1,1,1593,1434,C60,5,1
14493,1,46,2,2,1434,1586,B04,8,1
14494,1,46,2,2,1432,1579,B02,4,2
14495,1,54,3,2,1416,1571,E60,5,2
14496,1,96,3,2,1415,1564,A45,2,2
14497,1,88,2,2,1567,1536,D43,8,2
14498,1,54,2,2,1547,1555,B02,4,2
14499,1,17,2,1,1545,1465,A04,2,2
14500,1,39,2,1,1463,1561,D80,7,2
14501,0,57,0,0,1561,1080,A46,3,2
14503,0,60,2,2,1547,1561,D94,11,2
14504,0,73,2,2,1545,1561,D94,9,2
14505,0,39,2,1,2206,1640,C30,3,2
14506,0,58,3,2,1640,1937,C54,20,2
14507,0,34,2,1,1640,1937,C54,20,2
14508,0,50,3,2,1640,1937,C54,16,2
14509,0,42,3,2,1640,1914,B27,4,2
14510,0,55,3,1,2524,1640,C45,7,2
14524,1,51,2,1,2061,1432,C62,6,2
14525,1,70,2,2,2079,2006,D02,4,2
14526,1,31,2,1,1664,2107,D31,6,3
14527,1,42,2,2,2125,2061,B14,10,2
14528,1,90,2,2,2060,2111,E20,6,2
14529,1,109,1,1,2105,1867,C66,8,2
14530,1,47,2,1,2097,1898,C64,6,2
14531,1,64,2,2,1904,2089,C46,7,2
14532,1,109,3,1,1153,1120,A00,1,2
14556,1,87,2,1,1753,1723,A00,1,2
14557,1,135,3,1,1746,1256,A00,1,2
14558,1,76,0,0,1800,1738,B00,2,2
14559,1,140,0,0,1686,1747,B06,6,2
14560,1,63,1,1,1945,1784,B10,2,2
14561,1,46,2,2,1807,2108,C50,8,2
14562,1,64,2,2,1548,1770,B10,2,2
14563,1,62,2,2,1875,1662,B23,5,2
14564,1,59,2,1,1689,2078,B12,5,2
14565,1,145,3,1,1634,1841,C41,6,2
14567,1,60,2,2,2029,1924,B90,10,2
14568,1,50,3,2,1931,2070,D31,7,2
14569,1,56,2,2,1941,1940,D43,8,2
14570,1,38,2,1,1908,1953,B51,5,2
14571,1,110,3,2,1832,1946,A00,1,2
14572,1,95,2,2,1950,1935,B20,3,2
14573,1,37,2,1,1923,1961,D31,7,2
14574,1,52,2,2,1886,1914,B50,5,2
14575,1,32,2,2,1923,1968,D43,8,2
14576,1,96,2,2,1867,1914,B51,5,2
14577,1,98,2,2,1925,1909,D06,4,2
14578,1,16,2,1,1988,1933,B23,4,2
14579,1,29,2,1,1922,1950,D15,8,2
14580,1,81,2,1,1913,1878,A52,7,2
14581,1,55,3,1,1904,1846,D06,4,2
14582,1,67,2,1,1979,1912,B90,10,2
14583,1,140,0,0,1908,2059,D43,8,2
14584,1,14,2,1,1972,1917,A49,4,2
14585,1,28,2,1,1906,1924,D35,9,2
14586,1,76,2,2,1857,1897,D00,5,2
14587,1,45,2,2,1910,1817,E34,8,2
14588,1,15,2,2,1919,1953,D08,7,2
14589,1,61,2,1,1910,1870,A85,5,2
14590,1,40,2,2,1879,1900,B93,11,2
14591,1,67,2,1,1876,1912,B92,11,2
14592,1,66,2,2,1882,1902,A34,3,2
14593,1,49,2,2,1914,1869,A41,4,2
14608,1,128,3,2,1277,1619,A00,1,2
14609,1,125,0,0,1501,1271,B02,3,2
14610,1,110,3,2,1279,1385,B10,5,2
14611,1,24,2,1,1521,1284,B05,8,2
14612,1,53,3,1,1274,1233,A00,2,2
14613,1,25,3,1,1262,1281,D01,6,3
14614,1,85,2,1,1220,1275,B02,5,2
14615,1,119,3,1,1265,1229,C27,3,2
14616,1,15,2,1,1217,1278,B02,3,2
14617,1,60,2,2,1286,1405,D20,4,2
14618,1,36,2,2,1292,1499,B06,6,2
14619,1,58,3,2,1465,1274,A03,2,2
14620,1,37,3,1,1443,1281,A00,1,2
14621,1,100,3,2,1349,1267,B02,4,2
14622,1,110,2,2,1962,1973,B07,4,3
14623,1,152,2,2,1972,2010,B36,8,3
14624,1,33,0,0,1965,2217,C01,5,3
14625,1,85,2,1,1953,1982,B00,5,3
14626,1,48,2,2,1963,1990,C01,5,3
14627,1,118,2,2,1974,1989,B13,5,3
14628,1,76,2,2,1985,2009,C01,5,3
14629,1,127,1,1,2007,1996,C44,11,1
14630,1,42,2,2,2008,1988,C64,6,3
14632,1,174,2,2,2012,2284,B84,12,3
14633,1,64,2,2,2023,2033,B01,6,3
14634,1,92,2,2,2036,1991,C53,9,3
14635,1,95,2,1,2023,2055,C01,5,3
14636,1,28,2,1,2011,2019,B92,16,3
14637,1,102,0,0,2009,2069,B13,5,3
14638,1,49,2,1,1998,2047,B57,12,3
14639,1,70,2,2,2011,1975,B01,6,3
14640,1,58,2,2,2014,2350,C50,8,3
14641,1,60,2,2,2027,2005,B13,5,3
14642,1,66,3,2,2037,2080,C50,8,3
14643,1,55,2,1,2022,2127,C46,7,3
14644,1,33,2,1,2011,1965,B27,3,3
14645,1,61,3,1,1997,2060,B01,10,3
14646,1,124,2,2,2011,1962,C50,6,3
14647,1,58,2,2,2011,2000,C77,9,3
14648,1,134,2,2,2023,2028,B40,8,3
14649,1,37,3,1,1726,1565,B50,4,2
14650,1,36,2,2,1612,1552,B23,3,2
14651,1,33,2,1,1538,1669,B90,11,2
14652,1,68,3,2,1531,1674,C42,5,2
14653,1,30,2,2,1531,1526,C41,4,2
14654,1,31,3,1,1591,1540,D20,6,2
14655,1,144,1,2,1633,1526,B50,5,2
14656,1,42,2,2,1663,1512,B21,3,2
14659,1,48,3,2,1128,1670,B01,2,2
14660,1,79,3,1,1638,1130,A21,5,2
14661,1,78,3,2,1132,1619,C44,4,2
14662,1,44,3,2,1137,1464,B20,2,2
14663,1,47,1,1,1558,1140,D20,4,2
14664,1,46,3,2,1143,1612,B20,2,2
14665,1,108,3,2,1120,1389,C20,3,2
14666,1,48,3,2,1128,1383,C25,4,2
14667,1,37,3,1,1468,1133,B01,2,2
14668,1,47,3,1,1347,1143,B01,4,2
14669,1,39,3,1,1445,1150,C40,3,2
14670,1,15,2,1,1116,1338,C20,3,2
14672,0,52,1,2,1119,985,B02,4,1
14676,1,129,2,2,1225,1221,A20,2,2
14677,1,55,2,1,1227,1253,B21,3,2
14678,1,75,3,1,1239,1358,C27,7,2
14679,1,18,2,2,1240,1228,B56,9,2
14680,1,92,2,2,1235,1352,C50,8,2
14681,1,17,3,1,1318,1243,B20,3,2
14682,1,82,3,2,1338,1229,B20,2,2
14683,1,41,3,1,1158,1243,B23,3,2
14684,1,52,2,2,1251,1329,C41,5,1
14685,1,60,1,2,1264,1200,C50,5,2
14686,1,142,1,2,1278,1252,B20,3,2
14687,1,104,2,2,1090,1246,B20,3,2
14688,1,88,2,2,1268,1234,C20,3,2
14689,1,67,2,1,1221,1280,C50,5,2
14690,1,46,2,2,1141,1212,B20,2,3
14691,1,44,2,2,1228,1060,C50,5,1
14692,1,65,1,1,1274,1238,B33,8,2
14693,1,69,2,1,1097,1254,C20,3,2
14694,1,65,3,1,1239,1064,C41,5,2
14695,1,61,2,1,1045,1256,A00,1,2
14696,1,65,3,1,1251,1051,C40,3,2
14697,1,200,0,0,1252,1211,C57,7,2
14698,1,70,3,2,967,1248,B20,2,2
14699,1,69,3,1,1238,1225,C41,4,2
14700,1,59,3,1,1227,1206,B00,1,2
14701,1,135,0,0,1228,1227,B33,8,2
14702,1,96,3,2,1233,1215,B20,3,2
14703,1,46,2,2,1049,1209,B25,4,2
14704,1,30,3,2,1060,1202,B21,3,2
14705,1,119,2,1,1189,1237,C57,7,2
14706,1,27,0,0,907,1196,D01,4,2
14707,1,73,3,1,1193,912,B06,2,2
14708,1,34,3,2,918,1188,C20,3,2
14709,1,9,2,1,1184,924,C57,7,2
14710,1,14,2,2,931,1180,D01,4,2
14711,1,44,3,2,1191,1181,B01,4,2
14712,1,25,1,1,1186,967,C50,8,2
14713,1,113,2,1,1174,1210,C00,2,2
14714,1,55,2,2,1304,1158,B22,3,1
14715,1,27,3,1,1153,963,B07,5,2
14716,1,96,3,2,1400,1135,C60,5,1
14717,1,62,3,2,1141,1309,B07,4,2
14718,1,29,1,1,1224,1149,D06,4,2
14719,1,90,3,2,1118,1139,B20,2,2
14720,1,50,1,2,1150,1138,C40,4,2
14721,1,181,0,0,1148,1240,C40,4,2
14722,1,125,2,1,1583,1588,C40,4,2
14723,1,151,3,1,1516,1606,D01,4,2
14724,1,29,2,2,1630,1522,C50,8,2
14725,1,82,3,2,1255,1626,B21,3,2
14726,1,51,3,1,1607,1590,C41,7,2
14727,1,55,2,1,1588,1630,A03,2,2
14728,0,43,3,1,1630,1241,C40,4,2
14729,1,87,2,1,1626,1534,B33,11,2
14730,1,73,2,1,1483,1661,B50,4,2
14731,1,62,2,1,1650,1421,C40,6,2
14732,1,54,3,2,1431,1637,B20,2,2
14735,1,8,2,1,1507,1651,A46,4,2
14736,1,40,2,2,1902,1759,C42,9,2
14737,1,53,2,1,1760,1771,A00,1,2
14738,1,49,2,1,1764,1622,C30,4,2
14740,0,66,3,2,1321,2051,A46,3,2
14741,0,77,3,1,2051,1321,C28,5,2
14742,0,72,1,2,1321,2051,B20,3,2
14744,0,58,2,2,1268,2051,A00,1,2
14745,1,41,3,1,1417,1407,E60,5,2
14746,1,74,3,2,1417,1454,C41,5,2
14747,1,39,2,1,1409,1308,B27,3,2
14748,1,56,2,2,1316,1400,A15,2,2
14749,1,53,3,1,1389,1392,D35,7,2
14751,1,18,1,2,1833,1380,C47,8,2
14752,1,60,2,2,1565,1253,A09,4,2
14753,1,13,2,2,1111,1187,A45,2,2
14754,1,80,3,2,1264,1367,C46,7,2
14755,0,8,2,2,1176,1264,C40,4,2
14756,1,61,3,1,1169,1174,C48,8,2
14789,1,68,1,2,1273,1330,B00,5,2
14790,1,23,3,1,1192,1279,C60,5,2
14791,1,16,3,2,1265,1625,C65,8,2
14792,0,11,2,1,1451,1365,C55,9,2
14793,0,14,2,1,1331,1365,B00,2,2
14794,0,27,2,1,1412,1365,A40,2,2
14795,0,16,1,2,1365,1969,B09,7,2
14796,0,37,2,1,1969,1365,B40,5,2
14797,0,23,2,1,1085,1365,C45,8,2
14798,0,32,2,1,1365,1215,C24,9,2
14799,0,17,2,1,1427,1365,D30,7,2
14800,0,46,2,2,1365,1902,C55,6,2
14801,0,55,2,1,1902,1365,C00,3,2
14802,0,37,3,1,1365,1817,C15,7,2
14803,0,20,2,2,1399,1365,C01,5,2
14804,0,24,2,1,1764,1365,B40,4,2
14805,0,40,2,2,1365,1881,C51,15,3
14806,0,2,2,1,1538,1365,B00,2,3
14807,0,68,2,1,1901,1365,C00,3,2
14809,0,30,2,1,1320,1365,A00,1,2
14810,0,29,3,1,1365,1132,C23,3,2
14811,0,19,2,1,1365,1315,C40,4,2
14812,0,27,2,2,1365,1020,C23,3,2
14813,0,99,3,1,1856,1365,C00,3,2
14814,0,22,2,1,1365,1856,C24,7,2
14815,0,31,3,1,1856,1365,C02,11,2
14816,0,76,3,2,1365,1856,A00,1,2
14817,0,21,2,1,1856,1365,B00,5,2
14818,0,50,2,2,1365,1856,A00,1,2
14819,0,42,2,1,1442,1365,A02,1,2
14820,0,43,2,1,1365,1966,C44,8,2
14821,0,32,2,1,1966,1365,A45,2,2
14822,0,34,3,2,1365,1966,A00,1,2
14825,1,33,2,1,1469,1438,D20,6,2
14826,1,43,2,1,1382,1484,C20,3,2
14831,1,73,3,1,1776,1499,D02,3,2
14832,1,22,2,2,1771,1764,B36,8,2
14833,1,68,2,2,1770,1951,D10,5,2
14834,1,25,2,1,1696,1785,B07,4,2
14835,1,15,2,2,1554,1780,C23,3,2
14836,1,143,3,1,1775,1522,B07,3,2
14837,1,79,2,1,1761,1808,C02,6,2
14838,0,32,2,2,2005,1761,C55,7,2
14839,1,56,2,2,1766,2025,C10,5,2
14840,1,120,3,2,1728,1754,D35,6,2
14841,1,97,3,1,1735,1973,B43,9,2
14842,1,50,2,2,1743,1864,B13,5,2
14843,1,63,2,1,2000,1748,D53,8,2
14844,1,58,2,2,1899,1741,C62,6,2
14845,1,85,1,1,1722,1898,B50,4,2
14846,1,111,0,0,1737,1724,C66,12,2
14847,1,24,2,2,1750,1722,C45,9,2
14848,0,15,2,1,1725,1787,C45,10,2
14849,1,84,1,2,1719,1733,B30,4,2
14850,0,70,2,1,1719,1727,C00,3,2
14851,0,51,3,1,1196,1609,A00,1,2
14852,0,92,2,1,1658,1609,B34,9,2
14853,0,82,2,2,1609,1657,A13,2,2
14854,0,46,2,1,1637,1609,B22,3,2
14855,1,72,3,2,1306,1605,A00,1,2
14856,0,61,3,1,1605,1603,C46,5,1
14857,0,39,1,1,1605,1157,B01,4,2
14858,0,39,3,1,1605,954,C40,3,2
14859,0,25,2,1,1853,1605,D11,7,3
14860,1,81,3,1,1600,1362,A13,3,2
14861,1,19,0,0,1365,1598,A20,2,2
14864,1,14,3,2,913,981,A45,2,2
14865,1,66,3,2,924,982,A40,2,2
14866,1,121,3,1,1121,930,B07,2,2
14867,1,47,3,1,1181,936,B07,2,2
14868,1,83,3,1,1035,946,B07,2,2
14869,1,40,3,2,955,1082,A40,2,2
14870,1,90,3,2,967,999,D06,3,2
14871,1,51,3,1,1189,973,A00,1,2
14872,1,65,1,1,964,845,D00,2,2
14873,1,83,3,1,1251,969,B07,3,2
14874,0,94,3,2,969,1344,D00,2,2
14875,0,50,3,2,969,1344,A40,2,2
14876,0,15,3,1,1344,969,B07,3,2
14877,0,76,3,2,969,1346,D00,2,2
14878,1,62,2,2,793,961,D00,2,2
14879,1,93,3,1,1069,953,A00,1,2
14880,1,123,3,1,1113,962,A00,1,2
14881,1,64,3,2,973,1050,D00,2,2
14882,1,78,3,2,985,1074,D00,2,2
14883,1,47,3,1,1800,985,B50,5,2
14884,1,52,3,2,985,1768,D00,2,2
14885,1,45,3,1,1945,986,A04,2,2
14886,1,42,3,2,986,1944,D00,2,2
14887,1,45,3,1,1943,986,A04,2,2
14888,1,77,3,1,1099,996,A00,1,2
14889,1,81,3,1,1169,996,D10,4,2
14890,1,74,3,2,996,1732,A40,1,2
14891,1,82,3,2,1002,1253,A40,2,2
14892,1,42,3,2,1002,1731,A40,2,2
14894,1,44,2,2,996,991,D00,2,2
14895,1,117,0,0,1261,966,A00,1,2
14896,1,72,3,2,972,1229,A43,2,2
14897,1,70,3,2,979,1164,A40,2,2
14898,1,24,0,0,1083,975,A00,1,2
14899,1,72,3,2,970,1090,A45,2,2
14900,1,32,2,2,1004,952,B54,5,2
14901,1,20,3,2,961,1109,A40,2,2
14902,1,101,3,1,1103,972,B54,5,2
14903,1,45,2,1,943,1255,A41,2,2
14904,1,73,3,1,1089,954,B07,2,2
